dict	key_norm	class	confidence	alt_form	alt_body_count	body_count	expansion	sources	notes
BHS	Geiger (W.)	spacing	high	Geiger	37	0	Pali, Strassburg, 1916. Cited by numbers of sections, without the symbol §.	bhspref09.md:122	alt='Geiger' body_n=37
BHS	lect. diff.	true_unused	low		0	0	lectio difficilior.	bhspref09.md:246	no_alt_hit
BHS	It., Itiv.	true_unused	low		0	0	Itivuttaka (Pali).	bhspref09.md:182	no_alt_hit
BHS	Rājat(ar).	spacing	high	Rājat.	15	0	Rājataraṃginī (ed. Stein).	bhspref10.md:150	alt='Rājat.' body_n=15
BHS	ch., chap.	true_unused	low		0	0	chapter.	bhspref09.md:10	no_alt_hit
BHS	Bv, Bu.v.	true_unused	low		0	0	Buddha-vaṃsa (Pali).	bhspref08.md:146	no_alt_hit
BHS	Ep. Zeyl.	true_unused	low		0	0	Epigraphia Zeylanica.	bhspref09.md:90	no_alt_hit
BHS	Tatp(ur).	spacing	high	Tatp.	8	0	Tatpuruṣa.	bhspref11.md:18	alt='Tatp.' body_n=8
BHS	NAWGött.	true_unused	low		0	0	Nachrichten der Akademie der Wissenschaften zu Göttingen.	bhspref10.md:66	no_alt_hit
BHS	Ved. St.	true_unused	low		0	0	Pischel and Geldner, Vedische Studien (3 vols.).	bhspref11.md:60	no_alt_hit
BHS	der(iv).	spacing	high	der.	5	0	derived, derivative.	bhspref09.md:50	alt='der.' body_n=5
BHS	Pug(g).	spacing	med	Pug.	1	0	Puggala Paññatti (Pali).	bhspref10.md:142	alt='Pug.' body_n=1
BHS	s.v(v).	spacing	high	s.v.	1936	0	under the word(s).	bhspref11.md:12	alt='s.v.' body_n=1936
BHS	var(r).	spacing	high	var.	149	0	variant(s).	bhspref11.md:52	alt='var.' body_n=149
BHS	vs, vss	true_unused	low		0	0	verse, verses.	bhspref11.md:76	no_alt_hit
BHS	Mṛcch.	true_unused	low		0	0	Mṛcchakaṭikā.	bhspref10.md:42	no_alt_hit
BHS	Sūyag.	true_unused	low		0	0	Sūyagaḍaṅgasutta (AMg.).	bhspref11.md:10	no_alt_hit
BHS	ms(s).	spacing	high	ms.	807	0	manuscript(s).	bhspref10.md:44	alt='ms.' body_n=807
BHS	uncpd.	true_unused	low		0	0	uncompounded.	bhspref11.md:48	no_alt_hit
BHS	ABORI	true_unused	low		0	0	Annals of the Bhandarkar Oriental Research Institute (Poona).	bhspref08.md:50	no_alt_hit
BHS	AbhK.	true_unused	low		0	0	preceding.	bhspref07.md:12	no_alt_hit
BHS	Nidd¹	true_unused	low		0	0	Mahā-Niddesa (Pali).	bhspref10.md:78	no_alt_hit
BHS	Sdhp.	true_unused	low		0	0	Saddhammopāyana (Pali).	bhspref10.md:186	no_alt_hit
BHS	impf.	true_unused	low		0	0	imperfect.	bhspref09.md:158	no_alt_hit
BHS	ASGW	true_unused	low		0	0	Abhandlungen der sächsischen Gesellschaft der Wissenschaften.	bhspref08.md:94	no_alt_hit
BHS	ApŚ!	true_unused	low		0	0	Āpastamba Śrauta Sūtra.	bhspref08.md:90	no_alt_hit
BHS	ZII	true_unused	low		0	0	Zeitschrift für Indologie und Iranistik.	bhspref11.md:100	no_alt_hit
