key_raw	key_norm	in_pref	body_count	samples	flag	short_key	sources	expansion
HRS	HRS	1	173	169,230,238		0	iegpref06.md:26	*Hindu Revenue System* by U. N. Ghoshal, pp. 289 ff. (Glossary and Index).
CITD	CITD	1	156	158,588,624		0	iegpref06.md:18	*Corpus of Inscriptions in the Telingana Districts of H.E.H. the Nizam's Dominions* by P. Sreenivasachar, Part II, pp. 201-12 (Glossary).
JAS	JAS	1	135	240,511,1791		0	iegpref08.md:60	*Journal of the Asiatic Society*, Calcutta.
Chamba	Chamba	1	89	152,152,207		0	iegpref06.md:14	*Antiquities of Chamba State*, Part II, by B. Ch. Chhabra, pp. 180-93 (Index).
JNSI	JNSI	1	61	246,880,1675		0	iegpref09.md:16	*Journal of the Numismatic Society of India*, Varanasi.
PJS	PJS	1	34	188,3416,3717		0	iegpref07.md:18	*Prācīna Jaina-lekha Sandoha* by Muni Jayantavijaya, p. 61 (Glossary).
Ant. Ch. St.	Ant. Ch. St.	1	23	207,431,3840		0	iegpref08.md:12	*Antiquities of Chamba State*, Vol. I, by J. Ph. Vogel.
GLOSSARY	GLOSSARY	1	23	7,43,60		0	iegpref03.md:16	1—387
Subject	Subject	1	20	38,3597,4185		0	iegpref03.md:10	Page
A. R. Ep.	A. R. Ep.	1	19	211,1683,2027		0	iegpref08.md:16	*Annual Report on [Indian or South Indian] Epigraphy*.
INDEX	INDEX	1	15	50,117,146		0	iegpref03.md:20	443—555
IHQ	IHQ	1	13	232,2249,2850		0	iegpref08.md:48	*Indian Historical Quarterly*, Calcutta.
Special Abbreviations	Special Abbreviations	1	12	40,142,213		0	iegpref03.md:13	XI—XII
Bomb. Gaz.	Bomb. Gaz.	1	9	215,1692,4333		0	iegpref08.md:22	*Bombay Gazetteer*.
Dict.	Dict.	1	8	224,262,540		0	iegpref08.md:34	*Dictionary*.
JBORS	JBORS	1	8	244,8612,9195		0	iegpref09.md:14	*Journal of the Bihar and Orissa Research Society*, Patna.
Wilson's Glossary	Wilson's Glossary	1	8	280,9892,10156		0	iegpref09.md:52	*Glossary of Judicial and Revenue Terms* by H. H. Wilson.
Journ. Or. Inst.	Journ. Or. Inst.	1	7	252,10473,12921		0	iegpref09.md:24	*Journal of the Oriental Institute*, Baroda.
JAHRS	JAHRS	1	6	238,2572,2610		0	iegpref08.md:58	*Journal of the Andhra Historical Research Society*, Rajahmundry.
JBBRAS	JBBRAS	1	6	242,3547,3946		0	iegpref09.md:12	*Journal of the Bombay Branch of the Royal Asiatic Society*, Bombay.
Bhār. Vid.	Bhār. Vid.	1	5	214,7377,11474		0	iegpref08.md:20	*Bhāratīya Vidyā*, Bombay.
Journ. As. Soc.	Journ. As. Soc.	1	5	248,249,4901		0	iegpref09.md:18	*Journal of the Asiatic Society*, Calcutta.
Journ. Mad. Univ.	Journ. Mad. Univ.	1	5	251,4268,7119		0	iegpref09.md:22	*Journal of the Madras University*, Madras.
Arch. Rev.	Arch. Rev.	1	4	209,20410,24162		0	iegpref08.md:14	*Indian Archaeology—A Review* published by the Archaeological Survey of India.
Dh. S.	Dh. S.	1	4	223,279,716		0	iegpref08.md:32	*Dharmasūtra*.
Journ. As. Soc. Pak.	Journ. As. Soc. Pak.	1	4	249,4901,6945		0	iegpref09.md:20	*Journal of the Asiatic Society of Pakistan*, Dacca.
Pāli-Eng. Dict.	Pāli-Eng. Dict.	1	4	262,540,612		0	iegpref09.md:32	*Pāli-English Dictionary* published by the Pali Texts Society, London.
